ID,nest,year,firstFound,lastPresent,lastChecked,fate,ageDay1,site,rat5,rat6,rat7,rat8,rat9,rat10,mouse5,mouse6,mouse7,mouse8,mouse9,mouse10,habitat,orientation,proximate_village,elevation,nest_width,nest_height,nest_lenght,chamber,substrate,walls,vegetation_cover,curved_entrance,predated,predator
110,824,2011,2,21,21,0,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,9,85,34,134,yes,rock,no,0,0,1,cat
111,81,2010,1,21,21,0,0,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,208,59,14,72,yes,soil,no,50,0,0,unpred
111,821,2011,2,21,21,0,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,5,88,71,121,yes,rock,no,0,0,0,unpred
112,79,2010,2,21,21,0,-1,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,211,90,13,75,yes,soil,no,40,0,0,unpred
112,817,2011,3,10,11,1,-12,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,1,45,44,126,yes,rock,no,0,0,1,cat
113,77,2010,2,21,21,0,-1,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,207,66,29,94,yes,soil,no,40,0,0,unpred
113,811,2011,2,16,17,1,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,5,26,36,140,yes,rock,no,0,0,1,cat
114,76,2010,3,4,5,1,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,207,26,15,67,yes,soil,no,40,1,1,rat
114,810,2011,2,21,21,0,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,8,29,30,157,yes,rock,no,0,0,0,unpred
115,75,2010,3,5,6,1,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,207,23,14,74,yes,soil,no,40,1,1,rat
115,808,2011,2,10,11,1,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,12,42,38,124,yes,rock,no,0,0,0,unpred
116,74,2010,3,11,12,1,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,187,59,13,130,yes,soil,no,40,1,1,cat
116,804,2011,2,9,10,1,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,10,41.5,12,42,yes,rock,no,0,0,0,unpred
117,73,2010,2,21,21,0,-1,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,206,69,9,80,yes,soil,no,30,1,0,unpred
117,803,2011,4,10,11,1,-18,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,1,21,34,36,yes,rock,no,0,0,0,unpred
118,72,2010,4,21,21,0,-3,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,205,93,15,105,yes,soil,no,30,0,0,unpred
118,802,2011,2,10,11,1,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,12,73,47,136,yes,rock,no,0,0,0,unpred
119,71,2010,1,21,21,0,0,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,257,44,16,60,yes,soil,no,40,0,0,unpred
119,801,2011,2,10,11,1,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,9,35,103,115,yes,rock,no,0,0,1,cat
120,69,2010,3,21,21,0,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,156,61,9.5,98,yes,soil,no,70,1,0,unpred
120,215,2011,2,10,11,1,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,9,13.5,17,115,yes,rock,no,0,0,1,cat
121,66,2010,2,21,21,0,-1,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,166,70,18,110,yes,soil,no,70,0,0,unpred
121,176,2011,2,21,21,0,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,16,51,37,100,yes,rock,no,0,1,1,cat
122,64,2010,3,21,21,0,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,159,29,30,65,yes,soil,no,70,1,1,cat
122,171,2011,2,21,21,0,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,9,51,14,86,yes,soil,no,0,0,1,cat
123,63,2010,3,21,21,0,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,144,39.5,20,120,yes,soil,no,50,1,0,unpred
123,119,2011,2,11,12,1,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,5,24,24,74,yes,rock,no,0,0,1,cat
124,20,2011,2,21,21,0,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,6,67,46,180,yes,rock,no,0,0,1,cat
124,61,2010,3,12,13,1,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,153,55,56,230,yes,soil,no,10,1,1,cat
125,13,2011,2,10,11,1,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,23,32.5,22,90,yes,rock,no,0,0,1,rat
125,60,2010,2,14,15,1,-1,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,167,65,14,90,yes,soil,no,40,1,1,cat
126,7,2011,3,21,21,0,-12,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,5,103,59.6,122.6,yes,rock,no,0,0,1,cat
126,57,2010,3,21,21,0,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,166,30,17,57,yes,soil,no,70,1,0,unpred
127,1,2011,3,10,11,1,-12,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,32,61,17,130,yes,rock,no,0,0,1,cat
127,56,2010,3,12,13,1,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,162,37,20,83,yes,soil,no,70,0,1,cat
128,51,2010,2,10,11,1,-1,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,190,230,15,100,yes,soil,no,60,0,1,cat
128,16b,2011,1,9,10,1,0,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,176,61,41,150,yes,soil,no,40,1,1,cat
129,50,2010,3,21,21,0,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,188,36,13,60,yes,soil,no,80,0,0,unpred
129,16a,2011,1,21,21,0,0,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,173,75,33,142,yes,soil,no,40,1,0,unpred
130,49,2010,3,21,21,0,-2,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,188,55,14,55,yes,soil,no,80,0,0,unpred
130,156e,2011,2,16,17,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,179,78,53,110,yes,soil,no,40,1,1,rat
131,38,2010,3,12,13,1,-2,Miradouro do Portal,0.05,0.05,0.2,0.15,0.2,0.4,0.3,0.3,0.25,0.75,0.25,0.4,Arundo donax,S,180,133,24,25,68,no,soil,yes,80,1,1,cat
131,165d,2011,2,21,21,0,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,179,143,124,330,yes,rock,no,40,1,0,unpred
132,34,2010,3,21,21,0,-2,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,164,65,16,67,yes,soil,no,40,0,0,unpred
132,156c,2011,2,8,9,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,179,68,58,140,yes,rock,no,40,1,1,rat
133,33,2010,2,10,11,1,-1,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,157,22,14,50,yes,soil,no,40,0,1,cat
133,10a,2011,1,9,10,1,0,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,165,66,37,165,yes,soil,no,80,0,1,cat
134,30,2010,3,8,9,1,-2,Cancela do Pico,0,0.05,0.25,0.15,0.25,0.5,0.3,1,0.15,0.5,0.2,0.25,grazing land,NE,3800,233,28,13,40,yes,soil,no,90,0,1,cat
134,219,2011,2,21,21,0,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,145,35,15,100,yes,soil,no,40,1,0,unpred
135,29,2010,1,21,21,0,0,Cancela do Pico,0,0.05,0.25,0.15,0.25,0.5,0.3,1,0.15,0.5,0.2,0.25,grazing land,NE,3800,231,60,10,120,yes,soil,no,80,0,0,unpred
135,218,2011,3,9,10,1,-12,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,176,37,77,90,yes,soil,no,40,0,1,cat
136,28,2010,3,3,4,1,-2,Cancela do Pico,0,0.05,0.25,0.15,0.25,0.5,0.3,1,0.15,0.5,0.2,0.25,grazing land,NE,3800,238,279,27,160,yes,soil,no,100,0,1,cat
136,154,2011,2,9,10,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,177,38,19,100,yes,soil,yes,40,0,1,rat
137,27,2010,3,8,9,1,-2,Cancela do Pico,0,0.05,0.25,0.15,0.25,0.5,0.3,1,0.15,0.5,0.2,0.25,grazing land,NE,3800,238,50,10,100,yes,soil,no,100,1,1,cat
137,153,2011,3,21,21,0,-12,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,175,97,28,95,yes,soil,no,40,0,0,unpred
138,25,2010,3,10,11,1,-2,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,184,54,12,100,no,soil,no,20,0,1,cat
138,34,2011,3,14,15,1,-12,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,164,65,16,67,yes,soil,no,40,0,0,unpred
139,24,2010,2,21,21,0,-1,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,160,80,14,70,yes,soil,no,70,0,0,unpred
139,33,2011,2,2,3,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,157,22,14,50,yes,soil,no,40,0,0,unpred
140,23,2010,2,21,21,0,-1,Pão de Açúcar,0.05,0.2,0.4,0.35,0.4,0.4,0.15,0.8,0.4,0.7,0.4,0.25,semi-natural grassland,SW,500,177,62,13,97,yes,soil,no,40,0,0,unpred
140,25,2011,2,20,21,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,184,54,12,100,no,soil,no,20,0,0,unpred
141,14,2011,3,11,12,1,-12,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,177,60,17,70,yes,soil,yes,40,0,0,unpred
141,20,2010,1,21,21,0,0,Fajã Rochosa,0,0,0.15,0,0.15,0.2,0.2,0.25,0,0.25,0,0.3,coast with rocks,SE,590,6,67,46,180,yes,rock,no,0,0,0,unpred
142,12,2011,2,12,13,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,169,52,17,65,yes,soil,yes,40,0,0,unpred
142,18,2010,2,8,9,1,-1,Fajã Rochosa,0,0,0.15,0,0.15,0.2,0.2,0.25,0,0.25,0,0.3,coast with rocks,SE,600,9,22,32,77,yes,rock,no,0,1,1,cat
143,11,2011,2,2,3,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,171,46,30,68,yes,soil,no,80,0,0,unpred
143,14,2010,2,10,11,1,-1,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,177,60,17,70,yes,soil,yes,40,0,1,cat
144,9,2011,3,11,12,1,-12,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,215,42,42,100,yes,soil,no,80,0,0,unpred
144,13,2010,1,21,21,0,0,Fajã Rochosa,0,0,0.15,0,0.15,0.2,0.2,0.25,0,0.25,0,0.3,coast with rocks,SE,590,23,32.5,22,90,yes,rock,no,0,0,0,unpred
145,8,2011,3,8,9,1,-12,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,173,63,30,130,yes,soil,no,80,0,0,unpred
145,12,2010,2,21,21,0,-1,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,169,52,17,65,yes,soil,yes,40,0,0,unpred
146,6,2011,2,9,10,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,209,23,12,180,yes,soil,yes,40,0,0,unpred
146,11,2010,3,21,21,0,-2,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,171,46,30,68,yes,soil,no,80,0,0,unpred
147,5,2011,2,9,10,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,196,57,20,70,yes,soil,no,50,0,0,unpred
147,9,2010,3,12,13,1,-2,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,215,42,42,100,yes,soil,no,80,0,1,cat
148,4,2011,1,10,11,1,0,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,183,103,26,120,yes,soil,no,5,0,0,unpred
148,8,2010,2,21,21,0,-1,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,173,63,30,130,yes,soil,no,80,0,0,unpred
149,2,2011,2,10,11,1,-5,Fonte Velha,0.15,0.35,0.05,0.15,0.45,0.8,0.45,0.55,0.55,0.45,0.3,0.15,semi-natural grassland,S,200,189,64,30,110,no,soil,no,10,0,1,cat
149,7,2010,3,10,11,1,-2,Fajã Rochosa,0,0,0.15,0,0.15,0.2,0.2,0.25,0,0.25,0,0.3,coast with rocks,SE,590,5,103,59.5,122.5,yes,rock,no,0,0,1,cat
150,6,2010,3,21,21,0,-2,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,209,23,12,180,yes,soil,yes,40,0,0,unpred
150,211,2011,2,14,15,1,-5,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,126,59,15,60,yes,soil,no,60,0,1,rat
151,5,2010,1,10,11,1,0,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,196,57,20,70,yes,soil,no,50,0,1,cat
151,209,2011,3,10,11,1,-12,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,127,35,39,100,no,soil,no,50,0,1,cat
152,4,2010,3,12,13,1,-2,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,183,103,26,120,yes,soil,no,5,0,1,cat
152,124,2011,3,10,11,1,-12,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,129,49,14,50,yes,soil,no,60,0,0,unpred
153,2,2010,2,10,11,1,-1,Fonte Velha,0,0,0.3,0.1,0.3,0.15,0.05,0.45,0.3,0.95,0.3,0.95,semi-natural grassland,S,200,189,64,30,110,no,soil,no,10,0,1,cat
153,123,2011,3,11,12,1,-12,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,128,35,24,40,yes,soil,no,20,0,1,cat
154,1,2010,3,8,9,1,-2,Fajã Rochosa,0,0,0.15,0,0.15,0.2,0.2,0.25,0,0.25,0,0.3,coast with rocks,SE,590,32,61,17,130,yes,rock,no,0,0,1,cat
154,122,2011,3,11,12,1,-12,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,128,38,13,54,yes,soil,no,20,0,0,unpred
155,120,2011,3,21,21,0,-12,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,139,68,27,86,yes,soil,no,60,0,0,unpred
156,116,2011,3,10,11,1,-12,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,138,46,93,116,yes,soil,no,70,0,0,unpred
157,115,2011,2,11,12,1,-5,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,136,48,23,90,no,soil,no,60,1,0,unpred
158,113,2011,2,21,21,0,-5,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,129,35,13,55,no,soil,no,80,0,1,rat
159,112,2011,2,21,21,0,-5,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,116,93,44,2,yes,rock,yes,10,1,0,unpred
160,110,2011,2,21,21,0,-5,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,115,71,65,180,yes,rock,yes,10,0,1,cat
161,108,2011,2,21,21,0,-5,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,124,71,28,75,yes,rock,yes,80,0,0,unpred
162,104,2011,3,21,21,0,-12,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,127,60,29,67,yes,soil,yes,80,1,1,cat
163,38,2011,2,9,10,1,-5,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,133,24,25,68,no,soil,yes,80,1,0,unpred
164,62B,2011,1,11,12,1,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,187,30,16,124,yes,soil,no,30,0,1,rat
165,62A,2011,3,11,12,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,187,74,19,148,yes,soil,no,30,0,1,cat
166,22b,2011,1,10,11,1,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,187,39,25,68,yes,soil,yes,40,0,1,cat
167,1009,2011,3,14,15,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,160,16,15,66,no,soil,no,60,1,1,cat
168,1001,2011,2,21,21,0,-5,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,174,29,13,25,no,soil,no,20,0,0,unpred
169,216,2011,1,11,12,1,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,141,64,13,83,yes,soil,no,80,0,0,unpred
170,202,2011,1,21,21,0,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,158,35,29,49,yes,soil,no,50,0,0,unpred
171,199,2011,3,15,16,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,223,43,24,85,no,soil,yes,30,0,1,cat
172,94,2011,1,8,9,1,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,187,56,16,84,yes,soil,no,80,0,0,unpred
173,93,2011,2,21,21,0,-5,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,196,50,19,86,yes,soil,no,70,0,1,cat
174,89,2011,3,21,21,0,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,197,60,16,56,no,soil,no,60,0,1,cat
175,88,2011,3,11,12,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,501,200,56,115,47,yes,rock,no,40,0,0,unpred
176,87,2011,3,16,17,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,203,28,24,84,yes,rock,no,40,0,0,unpred
177,85,2011,1,21,21,0,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,217,46,37,88,yes,soil,no,50,0,0,unpred
178,83,2011,2,9,10,1,-5,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,208,29,15,60,yes,soil,no,80,0,0,unpred
179,82,2011,3,10,11,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,222,17,17,45,yes,soil,no,50,0,0,unpred
180,81,2011,3,21,21,0,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,208,59,14,72,yes,soil,no,50,0,0,unpred
181,79,2011,3,9,10,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,211,90,13,75,yes,soil,no,40,0,1,cat
182,77,2011,1,21,21,0,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,207,66,29,94,yes,soil,no,40,0,1,cat
183,76,2011,2,16,17,1,-5,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,207,26,15,67,yes,soil,no,40,1,1,cat
184,75,2011,1,9,10,0,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,207,23,14,74,yes,soil,no,40,1,0,unpred
185,73,2011,3,11,12,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,206,69,9,80,yes,soil,no,30,1,0,unpred
186,71,2011,3,21,21,0,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,257,44,16,60,yes,soil,no,40,0,0,unpred
187,69,2011,3,9,10,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,156,61,9.5,98,yes,soil,no,70,1,1,cat
188,66,2011,1,21,21,0,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,159,70,18,110,yes,soil,no,70,0,0,unpred
